Brand,Model,Year,Category,Rating,Displacement (ccm),Power (hp),Torque (Nm),Engine cylinder,Engine stroke,Gearbox,Bore (mm),Stroke (mm),Fuel capacity (lts),Fuel system,Fuel control,Cooling system,Transmission type,Dry weight (kg),Wheelbase (mm),Seat height (mm),Front brakes,Rear brakes,Front tire,Rear tire,Front suspension,Rear suspension,Color options
aprilia,atlantic 125,2006,Scooter,3.3,124.0,,12.0,Single cylinder, four-stroke,,57.0,48.6,10.5,Injection,Single Overhead Cams (SOHC),Liquid,Belt,,1470.0,,Single disc,Single disc,110/90-13 ,110/90-13 ,35 mm hydraulic fork. Wheel travel 105 mm.,Engine assembly acting as swingarm. Double chamber hydraulic shock absorber with 5 positions for spring preload. Wheel travel 110 mm.,"Venice White, Blue Main, Magnet Grey"
aprilia,atlantic 125,2007,Scooter,3.3,124.0,15.0,12.0,Single cylinder, four-stroke,Automatic,57.0,48.6,8.5,,Single Overhead Cams (SOHC),Liquid,Belt,,1470.0,770.0,Single disc,Single disc,110/90-13 ,130/70-13 ,35 mm hydraulic fork.,Engine assembly acting as swingarm. Double chamber hydraulic shock absorber with 5 positions for spring preload.,
aprilia,atlantic 125,2008,Scooter,3.5,124.0,20.1,12.0,Single cylinder, four-stroke,,,,15.0,Carburettor,Overhead Cams (OHC),Liquid,Belt,199.0,1470.0,770.0,Single disc,Single disc,110/90-13 ,130/70-13 ,35 mm hydraulic fork.,Engine assembly acting as swingarm. Double chamber hydraulic shock absorber with 5 positions for spring preload. Wheel travel 100 mm.,"Black Competition, Excalibur Gray"
aprilia,atlantic 125 i.e.,2009,Scooter,2.9,124.0,,,Single cylinder, four-stroke,Automatic,,,10.5,,Overhead Cams (OHC),Liquid,,199.0,1470.0,770.0,Single disc,Single disc,110/90-13 ,130/70-13 ,35 mm hydraulic fork. Wheel travel 90 mm.,Engine assembly acting as swingarm. Double chamber hydraulic shock absorber with 5 positions for spring preload. Wheel travel 100 mm.,"Blue, black"
aprilia,atlantic 250,2005,Scooter,3.7,250.0,22.8,20.2,Single cylinder, four-stroke,Automatic,71.9,59.9,10.5,Injection,Single Overhead Cams (SOHC),Liquid,Belt,163.0,1470.0,678.0,Single disc,Single disc,110/90-13 ,130/70-13 ,35 mm hydraulic fork.,Engine assembly acting as swingarm. Double chamber hydraulic shock absorber with 5 positions for spring preload.,"Venice White, Blue Main, Magnet Grey"
aprilia,atlantic 250,2006,Scooter,3.7,244.0,20.1,20.2,Single cylinder, four-stroke,,72.0,60.0,10.5,Injection,Single Overhead Cams (SOHC),Liquid,Belt,,1470.0,,Single disc,Single disc,110/90-13 ,110/90-13 ,35 mm hydraulic fork. Wheel travel 105 mm.,Engine assembly acting as swingarm. Double chamber hydraulic shock absorber with 5 positions for spring preload. Wheel travel 110 mm.,
aprilia,atlantic 250,2007,Scooter,2.9,244.0,21.2,20.2,Single cylinder, four-stroke,Automatic,72.0,60.0,8.5,Injection. Electronic fuel injection,Single Overhead Cams (SOHC),Liquid,Belt,,1470.0,,Single disc,Single disc,110/90-13 ,130/70-13 ,35 mm hydraulic fork.,Engine assembly acting as swingarm. Double chamber hydraulic shock absorber with 5 positions for spring preload.,
aprilia,atlantic 250,2008,Scooter,3.2,244.0,28.4,20.2,Single cylinder, four-stroke,,72.0,60.0,15.0,Injection,Overhead Cams (OHC),Liquid,,,1480.0,770.0,Single disc,Single disc,110/90-13 ,130/70-13 ,35 mm hydraulic fork.,Engine assembly acting as swingarm. Double chamber hydraulic shock absorber with 5 positions for spring preload. Wheel travel 100 mm.,"Black Competition, Excalibur Gray"
aprilia,atlantic 250 i.e.,2009,Scooter,3.3,249.0,21.0,,Single cylinder, four-stroke,Automatic,,,,,Overhead Cams (OHC),Liquid,,199.0,1470.0,770.0,Single disc,Single disc,110/90-13 ,130/70-13 ,35 mm hydraulic fork. Wheel travel 90 mm.,Engine assembly acting as swingarm. Double chamber hydraulic shock absorber with 5 positions for spring preload. Wheel travel 100 mm.,"Planet blue, Competition black"
aprilia,atlantic 300,2010,Scooter,3.4,278.3,22.0,23.8,Single cylinder, four-stroke,,,,15.0,Injection,Single Overhead Cams (SOHC),Liquid,Belt,,,,Single disc,Single disc,110/90-13 ,130/70-13 ,Hydraulic telescopic fork,"Engine unit acting as swingarm, double hydraulic shock with adjustable 5-position preload, ",
aprilia,atlantic 300,2011,Scooter,3.0,278.3,22.0,23.8,Single cylinder, four-stroke,,,,9.5,Injection,Single Overhead Cams (SOHC),Liquid,Belt,,,,Single disc,Single disc,110/90-13 ,130/70-13 ,Hydraulic telescopic fork,"Engine unit acting as swingarm, double hydraulic shock with adjustable 5-position preload, ","Blue, black, grey"
aprilia,atlantic 300,2012,Scooter,3.1,278.3,22.4,23.8,Single cylinder, four-stroke,Automatic,,,9.5,Injection,Single Overhead Cams (SOHC),Liquid,Belt,,1480.0,790.0,Single disc,Single disc,110/90-13 ,130/70-13 ,Hydraulic telescopic fork,"Engine unit acting as swingarm, double hydraulic shock with adjustable 5-position preload, ","White, black, grey"
aprilia,atlantic 300,2013,Scooter,3.4,278.3,22.4,23.8,Single cylinder, four-stroke,Automatic,,,9.5,Injection,Single Overhead Cams (SOHC),Liquid,Belt,,1480.0,790.0,Single disc,Single disc,110/90-13 ,130/70-13 ,Hydraulic telescopic fork,"Engine unit acting as swingarm, double hydraulic shock with adjustable 5-position preload, ","White, black, grey"
aprilia,atlantic 400 sprint,2007,Scooter,2.9,399.0,34.0,37.0,Single cylinder, four-stroke,Automatic,86.0,69.0,15.0,Injection. Electronic fuel injection.,Single Overhead Cams (SOHC),Liquid,Belt,199.0,1550.0,,Single disc,Single disc,120/70-14 ,140/60-14 ,35 mm hydraulic fork.,Engine acting as swingarm. Two gas filled shock absorbers with 5 position spring preload adjustment.,
aprilia,atlantic 400 sprint,2008,Scooter,3.1,390.0,33.5,37.0,Single cylinder, four-stroke,,86.0,69.0,15.0,Injection. Electronic fuel injection.,Single Overhead Cams (SOHC),Liquid,,199.0,1550.0,780.0,Single disc,Single disc,120/70-14 ,140/60-14 ,35 mm hydraulic fork. Wheel travel 105 mm.,Engine acting as swingarm. Two gas filled shock absorbers with 5 position spring preload adjustment. Wheel travel 90 mm.,
aprilia,atlantic 400 sprint,2009,Scooter,,399.0,33.5,,Single cylinder, four-stroke,Automatic,,,15.0,Injection. Electronic fuel injection,Single Overhead Cams (SOHC),Liquid,,199.0,1550.0,780.0,Single disc,Single disc,120/70-14 ,120/70-14 ,35 mm hydraulic fork. Wheel travel 105 mm,Engine acting as swingarm. Two gas filled shock absorbers with 5 position spring preload adjustment. Wheel travel 90 mm,"Excalibur Grey, Competition Black, Planet Blue"
aprilia,atlantic 500,2004,Scooter,3.4,459.0,39.0,40.0,Single cylinder, four-stroke,6-speed,92.0,69.0,14.0,Injection,Single Overhead Cams (SOHC),Liquid,Belt,,1550.0,770.0,Double disc,Single disc,120/70-15 ,140/60-14 ,Telescopic hydraulic fork,Engine functions as swinging fork swingarm,"Coast Blue, Lead Grey, Baroque Red, Atlantic Blue"
aprilia,atlantic 500,2005,Scooter,3.7,460.0,29.0,40.0,Single cylinder, four-stroke,Automatic,92.0,69.0,,Injection. Electronic.,Single Overhead Cams (SOHC),Liquid,Chain,,,678.0,Single disc,Single disc,120/70-15 ,140/60-14 ,"Telescopic hydraulic fork, 40 mm dia. sleeves.","Engine functions as swinging fork swingarm, linked to the frame by dual connecting rods and two radial silent blocks. Double hydraulic double-action shock absorber with preload adjustment","Hilton Blue, Magnet Grey"
aprilia,atlantic 500 sprint,2006,Scooter,3.2,460.0,36.9,42.0,Single cylinder, four-stroke,,92.0,69.0,15.0,Injection,Single Overhead Cams (SOHC),Liquid,Belt,,,,Single disc,Single disc,120/70-14 ,140/60-14 ,,,"Peak Grey, Venice White, Sideral Green, Main Blue"
aprilia,atlantic 500 sprint,2007,Scooter,3.4,460.0,36.9,42.0,Single cylinder, four-stroke,Automatic,92.0,69.0,15.0,Injection. Electronic fuel injection.,Single Overhead Cams (SOHC),Liquid,Belt,,,,Single disc,Single disc,120/70-14 ,140/60-14 ,35 mm hydraulic fork.,Engine acting as swingarm. Two gas filled shock absorbers with 5 position spring preload adjustment.,
aprilia,atlantic 500 sprint,2008,Scooter,3.2,460.0,36.9,42.0,Single cylinder, four-stroke,,92.0,69.0,15.0,Injection. Electronic fuel injection.,Single Overhead Cams (SOHC),Liquid,,199.0,1550.0,780.0,Single disc,Single disc,120/70-14 ,140/60-14 ,35 mm hydraulic fork. Wheel travel 105 mm.,Engine acting as swingarm. Two gas filled shock absorbers with 5 position spring preload adjustment. Wheel travel 90 mm.,
aprilia,atlantic 500 sprint,2009,Scooter,3.5,460.0,38.9,43.0,Single cylinder, four-stroke,Automatic,,,15.0,Injection. Electronic fuel injection,Single Overhead Cams (SOHC),Liquid,,199.0,1550.0,780.0,Single disc,Single disc,120/70-14 ,120/70-14 ,35 mm hydraulic fork. Wheel travel 105 mm,Engine acting as swingarm. Two gas filled shock absorbers with 5 position spring preload adjustment. Wheel travel 90 mm,"Excalibur Grey, Competition Black, Planet Blue"
aprilia,blue marlin 1000,2002,Prototype / concept model,3.2,997.6,,,V2, four-stroke,,,,,,,Liquid,Chain,,,,Dual disc,Single disc,,,,,
aprilia,caponord 1200,2013,Sport touring,3.3,1197.0,128.0,116.0,V2, four-stroke,6-speed,106.0,67.8,24.0,"Injection. Integrated engine management system. Injection system with triple map Ride by Wire throttle management: Sport (S), Touring (T), Rain (R)",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1565.0,840.0,Double disc. ABS,Single disc. ABS,120/70-17 ,190/55-17 ,Sachs upside-down front fork with fully adjustable compression and rebound damping and spring preload. Wheel travel 167 mm. ,Aluminium alloy swingarm Sachs hydraulic shock absorber with adjustable rebound and preload. ,Black
aprilia,caponord 1200,2015,Sport touring,3.4,1197.0,125.0,114.0,V2, four-stroke,6-speed,106.0,67.8,24.0,"Injection. Integrated engine management system. Injection system with triple map Ride by Wire throttle management: Sport (S), Touring (T), Rain (R)",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1565.0,840.0,Double disc. ABS,Single disc. ABS,120/70-17 ,190/55-17 ,Sachs upside-down front fork with fully adjustable compression and rebound damping and spring preload. Wheel travel 167 mm. ,Aluminium alloy swingarm Sachs hydraulic shock absorber with adjustable rebound and preload. ,"White, red"
aprilia,caponord 1200,2016,Sport touring,3.4,1197.0,125.0,114.0,V2, four-stroke,6-speed,106.0,67.8,24.0,"Injection. Integrated engine management system. Injection system with triple map Ride by Wire throttle management: Sport (S), Touring (T), Rain (R)",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1565.0,840.0,Double disc. ABS. Four-piston Brembo monoblock radial calipers.,Single disc. ABS. Brembo single piston caliper.,120/70-17 ,190/55-17 ,Sachs upside-down front fork with fully adjustable compression and rebound damping and spring preload. Wheel travel 167 mm. ,Aluminium alloy swingarm Sachs hydraulic shock absorber with adjustable rebound and preload. ,"White, red, silver"
aprilia,caponord 1200,2017,Sport touring,3.6,1197.0,125.0,114.0,V2, four-stroke,6-speed,106.0,67.8,24.0,"Injection. Integrated engine management system. Injection system with triple map Ride by Wire throttle management: Sport (S), Touring (T), Rain (R)",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1565.0,840.0,Double disc. ABS. Four-piston Brembo monoblock radial calipers.,Single disc. ABS. Brembo single piston caliper.,120/70-ZR17 ,190/55-ZR17 ,Sachs upside-down front fork with fully adjustable compression and rebound damping and spring preload. Wheel travel 167 mm. ,Aluminium alloy swingarm Sachs hydraulic shock absorber with adjustable rebound and preload. ,"White, red, silver"
aprilia,caponord 1200,2018,Sport touring,3.4,1197.0,125.0,114.0,V2, four-stroke,6-speed,106.0,67.8,24.0,"Injection. Integrated engine management system. Injection system with triple map Ride by Wire throttle management: Sport (S), Touring (T), Rain (R)",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1565.0,840.0,Double disc. ABS. Four-piston Brembo monoblock radial calipers.,Single disc. ABS. Brembo single piston caliper.,120/70-ZR17 ,190/55-ZR17 ,Sachs upside-down front fork with fully adjustable compression and rebound damping and spring preload. Wheel travel 167 mm. ,Aluminium alloy swingarm Sachs hydraulic shock absorber with adjustable rebound and preload. ,"White, red, silver"
aprilia,caponord 1200 abs,2014,Sport touring,3.5,1197.0,125.0,114.0,V2, four-stroke,6-speed,106.0,67.8,24.0,"Injection. Integrated engine management system. Injection system with triple map Ride by Wire throttle management: Sport (S), Touring (T), Rain (R)",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1565.0,840.0,Double disc. ABS,Single disc. ABS,120/70-17 ,190/55-17 ,Sachs upside-down front fork with fully adjustable compression and rebound damping and spring preload. Wheel travel 167 mm. ,Aluminium alloy swingarm Sachs hydraulic shock absorber with adjustable rebound and preload. ,"White, red"
aprilia,caponord 1200 rally,2015,Sport touring,3.6,1197.0,125.0,114.0,V2, four-stroke,6-speed,106.0,67.8,24.0,"Injection. Integrated engine management system. Injection system with triple map Ride by Wire throttle management: Sport (S), Touring (T), Rain (R)",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1565.0,840.0,Double disc. ABS,Single disc. ABS,120/70-R19 ,190/55-R17 ,Sachs upside-down front fork with fully adjustable compression and rebound damping and spring preload. Wheel travel 167 mm. ,Aluminium alloy swingarm Sachs hydraulic shock absorber with adjustable rebound and preload. ,"Yellow, green, gray"
aprilia,caponord 1200 rally,2016,Sport touring,3.5,1197.0,125.0,114.0,V2, four-stroke,6-speed,106.0,67.8,24.0,"Injection. Integrated engine management system. Injection system with triple map Ride by Wire throttle management: Sport (S), Touring (T), Rain (R)",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1565.0,840.0,Double disc. ABS. Floating disk. Brembo M432 monoblock four-piston radial callipers.,Single disc. ABS. Brembo 34 mm single piston calliper. ,120/70-R19 ,190/55-R17 ,Sachs upside-down front fork with fully adjustable compression and rebound damping and spring preload. Wheel travel 167 mm. ,Aluminium alloy swingarm Sachs hydraulic shock absorber with adjustable rebound and preload. ,"Yellow, green, silver"
aprilia,caponord 1200 rally,2017,Sport touring,,1197.0,125.0,114.0,V2, four-stroke,6-speed,106.0,67.8,24.0,"Injection. Integrated engine management system. Injection system with triple map Ride by Wire throttle management: Sport (S), Touring (T), Rain (R)",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1565.0,840.0,Double disc. ABS. Floating disk. Brembo M432 monoblock four-piston radial callipers.,Single disc. ABS. Brembo 34 mm single piston calliper. ,120/70-R19 ,190/55-R17 ,Sachs upside-down front fork with fully adjustable compression and rebound damping and spring preload. Wheel travel 167 mm. ,Aluminium alloy swingarm Sachs hydraulic shock absorber with adjustable rebound and preload. ,"Yellow, green, silver"
aprilia,caponord 1200 rally,2018,Sport touring,,1197.0,125.0,114.0,V2, four-stroke,6-speed,106.0,67.8,24.0,"Injection. Integrated engine management system. Injection system with triple map Ride by Wire throttle management: Sport (S), Touring (T), Rain (R)",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1565.0,840.0,Double disc. ABS. Floating disk. Brembo M432 monoblock four-piston radial callipers.,Single disc. ABS. Brembo 34 mm single piston calliper. ,120/70-R19 ,190/55-R17 ,Fully adjustable front Sachs 43 mm upside-down fork. Hydraulic brake  electronically managed in rebound and compression with aDD (Aprilia  Dynamic Damping),Aluminium alloy swingarm Sachs dynamic rear monoshock absorber. Spring preload and hydraulic  brake electronically managed in rebound and compression with aDD  (Aprilia Dynamic Damping),"Yellow, dark green, silver"
aprilia,caponord 1200 travel pack,2015,Sport touring,3.5,1197.0,125.0,114.0,V2, four-stroke,6-speed,106.0,67.8,24.0,"Injection. Integrated engine management system. Injection system with triple map Ride by Wire throttle management: Sport (S), Touring (T), Rain (R)",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1565.0,840.0,Double disc. ABS,Single disc. ABS,120/70-R19 ,190/55-R17 ,Sachs upside-down front fork with fully adjustable compression and rebound damping and spring preload. Wheel travel 167 mm. ,Aluminium alloy swingarm Sachs hydraulic shock absorber with adjustable rebound and preload. ,Red
aprilia,caponord 1200 travel pack,2016,Sport touring,,1197.0,125.0,114.0,V2, four-stroke,6-speed,106.0,67.8,24.0,"Injection. Integrated engine management system. Injection system with triple map Ride by Wire throttle management: Sport (S), Touring (T), Rain (R)",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1565.0,840.0,Double disc. ABS. Four-piston Brembo monoblock radial calipers.,Single disc. ABS. Brembo single piston caliper.,120/70-R19 ,190/55-R17 ,Sachs upside-down front fork with fully adjustable compression and rebound damping and spring preload. Wheel travel 167 mm. ,Aluminium alloy swingarm Sachs hydraulic shock absorber with adjustable rebound and preload. ,"Red, white, black"
aprilia,caponord 1200 travel pack,2017,Sport touring,3.4,1197.0,125.0,114.0,V2, four-stroke,6-speed,106.0,67.8,24.0,"Injection. Integrated engine management system. Injection system with triple map Ride by Wire throttle management: Sport (S), Touring (T), Rain (R)",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1565.0,840.0,Double disc. ABS. Four-piston Brembo monoblock radial calipers.,Single disc. ABS. Brembo single piston caliper.,120/70-R19 ,190/55-R17 ,Sachs upside-down front fork with fully adjustable compression and rebound damping and spring preload. Wheel travel 167 mm. ,Aluminium alloy swingarm Sachs hydraulic shock absorber with adjustable rebound and preload. ,"Red, white, black"
aprilia,caponord 1200 travel pack,2018,Sport touring,,1197.0,125.0,114.0,V2, four-stroke,6-speed,106.0,67.8,24.0,"Injection. Integrated engine management system. Injection system with triple map Ride by Wire throttle management: Sport (S), Touring (T), Rain (R)",Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1565.0,840.0,Double disc. ABS. Four-piston Brembo monoblock radial calipers.,Single disc. ABS. Brembo single piston caliper.,120/70-R19 ,190/55-R17 ,"Ø43 mm upside - down Sachs fully adjustable, with aDD (aprilia Dynamic  Damping) electronic damping management. ","Aluminium alloy swingarm. Hydraulic Sachs dynamic monoshock  absorber, with aDD (aprilia Dynamic Damping) spring pre - load and  damping erlectronic management. ","Red, white, black"
aprilia,caponord etv 1000,2004,Enduro / offroad,3.8,997.6,98.0,97.0,Twin, four-stroke,6-speed,97.0,67.5,25.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1544.0,820.0,Double disc,Single disc,110/80-VR19 ,150/70-VR17 ,Marzocchi 50 mm hydraulic telescopic fork,Aluminium alloy swing-arm,"Alpine red, Universe blue, Oyster grey, Dust grey"
aprilia,caponord rally,2003,Enduro / offroad,3.2,997.6,98.0,97.1,V2, four-stroke,,,,25.0,,,,,,1568.0,860.0,,,,,,,
aprilia,caponord rally raid,2004,Enduro / offroad,3.8,997.6,98.0,95.0,Twin, four-stroke,6-speed,97.0,67.5,25.0,Injection,Double Overhead Cams/Twin Cam (DOHC),Liquid,Chain,,1568.0,860.0,Double disc,Single disc,120/70-ZR17 ,180/55-ZR17 ,Marzocchi 50 mm hydraulic telescopic fork,Aluminium alloy swing-arm,Red/grey
aprilia,caponord rally raid,2005,Allround,3.8,997.0,98.0,95.0,V2, four-stroke,6-speed,97.0,67.5,25.0,Injection. Integrated electronic engine management system. Indirect multi-point electronic injection. Lambda probe oxygen sensor in exhaust system. 47 mm diameter throttle bodies.,,Liquid,Chain,,1568.0,860.0,Double disc,Single disc,110/80-19. ,150/70-17. ,Marzocchi 50 mm hydraulic telescopic fork.  Piston and cartridge motocross type fork hydraulics. Compression adjustment (on RH leg) and rebound adjustment (on LH leg).,Aluminium alloy swing-arm. New rising rate linkage with APS (Aprilia Progressive System). Sachs hydraulic monoshock with mechanical compression and rebound adjustment and hydraulic preload adjustment.Separate nitrogen reservoir.,
aprilia,caponord rally raid,2006,Sport touring,3.9,998.0,92.0,95.0,Twin, four-stroke,6-speed,97.0,67.5,13.0,Injection.  Integrated electronic engine management system. Indirect multi-point electronic injection. Lambda probe oxygen sensor in exhaust system. 47 mm diameter throttle bodies.,,Liquid,Chain,,1280.0,860.0,Single disc,Single disc,110/80-19. ,110/80-19. ,Marzocchi 50 mm hydraulic telescopic fork.  200 mm wheel travel.  Piston and cartridge motocross type fork hydraulics. Compression adjustment (on RH leg) and rebound adjustment (on LH leg).,Aluminium alloy swing-arm. New rising rate linkage with APS (Aprilia Progressive System). Sachs hydraulic monoshock with mechanical compression and rebound adjustment and hydraulic preload adjustment.Separate nitrogen reservoir.  200 mm wheel travel.,
aprilia,classic 125,1997,Custom / cruiser,3.3,125.0,15.0,,Single cylinder, two-stroke,6-speed,,,,,,,Chain,135.0,,720.0,Single disc,,,,,,
aprilia,classic 125,1998,Custom / cruiser,2.7,125.0,11.0,11.0,Single cylinder, two-stroke,6-speed,,,,,,Liquid,Chain,145.0,,720.0,Single disc,,,,,,
aprilia,classic 125,2001,Custom / cruiser,2.9,125.0,,,Single cylinder, two-stroke,6-speed,,,,,,,,145.0,,720.0,Single disc,,,,,,
aprilia,classic 125,2002,Custom / cruiser,3.2,124.8,,,Single cylinder, two-stroke,6-speed,54.0,54.5,10.0,Carburettor,,Liquid,Chain,145.0,1553.0,720.0,Single disc,Expanding brake,90/90-19 ,130/90-16 ,,,
aprilia,classic 50,2002,Custom / cruiser,3.6,49.7,,,Single cylinder, two-stroke,5-speed,40.3,39.0,12.0,Carburettor,,Liquid,Chain,85.0,1462.0,,Single disc,Expanding brake,,,,,
aprilia,climber,1989,Trial,3.2,276.0,,,Single cylinder, two-stroke,6-speed,,,,Carburettor,,Liquid,Chain,,,,Single disc,Single disc,,,Upside Down Forks,Monoshock,
